  PID   TT  STAT      TIME COMMAND
  538   ??  S      0:00.94 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
  539   ??  Ss     0:00.06 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
  540   ??  S      0:00.11 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storedownloadd
  541   ??  Ss     0:00.03 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
  543   ??  Ss     0:00.06 /System/Applications/TV.app/Contents/PlugIns/TVCacheExtension.appex/Contents/MacOS/TVCacheExtension -AppleLanguages ("en-US")
  544   ??  Ss     0:00.23 /Applications/Safari.app/Contents/PlugIns/CacheDeleteExtension.appex/Contents/MacOS/CacheDeleteExtension -AppleLanguages ("en-US")
  545   ??  Ss     0:00.02 /System/Library/CoreServices/CrashReporterSupportHelper server-init
  546   ??  Ss     0:00.04 /System/Library/CoreServices/SubmitDiagInfo server-init
  552   ??  S      0:47.29 /System/Applications/Utilities/Terminal.app/Contents/MacOS/Terminal
  553   ??  S      0:03.60 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
  554   ??  S      0:05.16 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
  555   ??  S      0:00.22 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
  556   ??  S      0:13.38 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
  559   ??  S      0:00.66 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  560   ??  Ss     0:00.10 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  561   ??  S      0:00.58 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  562   ??  S      0:00.19 /usr/libexec/avconferenced
  563   ??  Ss     0:00.03 automountd
  565   ??  S      0:00.09 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent --launchd
  567   ??  S      0:00.08 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  568   ??  Ss     0:00.11 /usr/libexec/nfcd
  569   ??  Ss     0:01.79 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  570   ??  Ss     0:00.15 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/CarbonComponentScannerXPC.xpc/Contents/MacOS/CarbonComponentScannerXPC
  573   ??  Ss     0:30.46 /System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/QuickLookSatellite.xpc/Contents/MacOS/QuickLookSatellite
  574   ??  S      0:00.10 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  575   ??  S      0:00.02 SafeEjectGPUAgent
  576   ??  S      0:00.03 /System/Library/CoreServices/Menu Extras/SafeEjectGPUExtra.menu/Contents/XPCServices/SafeEjectGPUService.xpc/Contents/MacOS/SafeEjectGPUService
  577   ??  Ss     0:00.39 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
  578   ??  S      0:00.11 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
  579   ??  S      0:00.21 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
  582   ??  S      0:00.05 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
  584   ??  S      0:00.09 /System/Library/Image Capture/Support/icdd
  585   ??  S      0:00.16 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
  587   ??  S      0:00.08 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
  588   ??  S      0:00.21 /System/Library/CoreServices/cloudpaird
  589   ??  S      0:00.23 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
  591   ??  Ss     0:00.06 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp -d
  593   ??  Ss     0:00.05 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  594   ??  S      0:00.17 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
  595   ??  S      0:00.06 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
  602   ??  Ss     0:00.05 /usr/sbin/spindump
  604   ??  S      0:00.02 /usr/libexec/spindump_agent
  605   ??  Ss     0:00.05 /System/Applications/Music.app/Contents/PlugIns/MusicCacheExtension.appex/Contents/MacOS/MusicCacheExtension -AppleLanguages ("en-US")
  606   ??  S      0:00.02 /System/Library/CoreServices/ReportCrash agent
  607   ??  S      0:00.11 /usr/libexec/diagnosticextensionsd
  608   ??  Ss     0:00.07 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
  609   ??  S      0:00.04 /usr/sbin/distnoted agent
  610   ??  S      0:00.95 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
  611   ??  Ss     0:00.06 /System/Library/PrivateFrameworks/InstallCoordination.framework/Support/installcoordinationd
  612   ??  Ss     0:00.05 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedODRService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedODRService
  613   ??  S      0:00.20 /usr/libexec/promotedcontentd
  614   ??  S      0:00.15 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
  617   ??  S      0:00.02 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
  623   ??  Ss     0:00.06 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  627   ??  S      0:00.03 /usr/sbin/distnoted agent
  640   ??  Ss     0:00.59 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  641   ??  Ss     0:00.16 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  642   ??  S      0:00.50 /System/Library/CoreServices/lockoutagent
  643   ??  Ss     0:00.21 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  644   ??  Ss     0:00.03 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  645   ??  Ss     0:00.03 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  646   ??  SN     0:01.91 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport
  647   ??  Ss     0:00.17 /System/Library/Frameworks/QuickLookThumbnailing.framework/Versions/A/PlugIns/ThumbnailExtension_macOS.appex/Contents/MacOS/ThumbnailExtension_macOS -AppleLanguages ("en-US")
  653   ??  Ss     0:00.08 /System/Library/PrivateFrameworks/CoreLSKD.framework/Versions/A/lskdd
  663   ??  S      0:00.05 /usr/libexec/WiFiVelocityAgent
  664   ??  Ss     0:00.13 /usr/libexec/wifivelocityd
  667   ??  Ss     0:00.01 /usr/libexec/smd
  670   ??  S      0:00.03 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
  679   ??  S      0:00.43 /usr/libexec/studentd
  680   ??  S      0:00.33 /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
  682   ??  Ss     0:00.09 /usr/libexec/captiveagent
  707   ??  S      0:00.09 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
  708   ??  SNs    0:00.07 /usr/sbin/netbiosd
  712   ??  S      0:00.26 /usr/libexec/tipsd
  715   ??  Ss     0:00.01 /usr/libexec/online-authd
  716   ??  S      0:00.28 /usr/libexec/adprivacyd
  720   ??  S      0:00.09 /usr/libexec/biomesyncd
  721   ??  S      0:00.58 /System/Library/PrivateFrameworks/AvatarPersistence.framework/Support/avatarsd
  727   ??  S      0:00.18 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/PasswordBreachAgent
  728   ??  S      0:00.10 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  729   ??  S      0:00.23 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariBookmarksSyncAgent
  732   ??  S      0:00.05 /usr/libexec/proactiveeventtrackerd
  836   ??  S      0:00.06 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker-sizing -c MDSSizingWorker -m com.apple.mdworker.sizing
  970   ??  S      0:00.19 /System/Library/PrivateFrameworks/PaperKit.framework/Contents/LinkedNotesUIService.app/Contents/MacOS/LinkedNotesUIService
  977   ??  Ss     0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  979   ??  Ss     0:00.10 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.MobileDocumentsFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.MobileDocumentsFileProvider -AppleLanguages ("en-US")
  992   ??  Ss     0:00.28 /System/Library/PrivateFrameworks/Lookup.framework/Versions/A/XPCServices/LookupViewService.xpc/Contents/MacOS/LookupViewService
 1000   ??  S      0:00.31 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
 1001   ??  S      0:00.13 /usr/libexec/keyboardservicesd
 1066   ??  Ss     0:06.37 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
 1067   ??  Ss     0:00.07 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
 1069   ??  Ss     0:00.03 /usr/libexec/memoryanalyticsd -xlatS
 1089   ??  S      0:00.04 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  592 s000  Ss     0:00.04 login -pf maxieds
  596 s000  S+     0:00.05 -bash
  655 s001  Ss     0:00.03 login -pfl maxieds /bin/bash -c exec -la bash /bin/bash
  656 s001  S+     0:00.02 -bash
  686 s002  Ss     0:00.02 login -pfl maxieds /bin/bash -c exec -la bash /bin/bash
  687 s002  S+     0:00.10 -bash
  813 s003  Ss     0:00.02 login -pfl maxieds /bin/bash -c exec -la bash /bin/bash
  814 s003  S+     0:00.15 -bash
  865 s004  Ss     0:00.03 login -pfl maxieds /bin/bash -c exec -la bash /bin/bash
  866 s004  S      0:00.11 -bash
 1090 s004  R+     0:00.00 ps ax
  942 s007  Ss     0:00.02 login -pfl maxieds /bin/bash -c exec -la bash /bin/bash
  943 s007  S+     0:00.08 -bash
  993 s008  Ss     0:00.02 login -pfl maxieds /bin/bash -c exec -la bash /bin/bash
  994 s008  S+     0:00.07 -bash
