Processes: 381 total, 2 running, 379 sleeping, 1166 threads 
2026/07/12 09:29:41
Load Avg: 0.81, 1.01, 1.80 
CPU usage: 6.97% user, 25.58% sys, 67.44% idle 
SharedLibs: 508M resident, 98M data, 40M linkedit.
MemRegions: 29481 total, 1446M resident, 230M private, 855M shared.
PhysMem: 6600M used (1361M wired), 1592M unused.
VM: 12T vsize, 3153M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 38691/43M in, 20842/2059K out.
Disks: 225736/3426M read, 120623/2067M written.

PID   COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP PPID STATE    BOOSTS    %CPU_ME %CPU_OTHRS UID FAULTS   COW  MSGSENT MSGRECV SYSBSD   SYSMACH CSW     PAGEINS IDLEW  POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
485   filecoordination 0.0  00:00.19 2     1   72     1156K  0B    0B    485  1    sleeping *0[1]     0.00000 0.00000    0   2783      145  993      651      4787      2436     1457     0       7       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
484   NewsTodayIntents 0.0  00:00.26 5     4/3 96     3744K  0B    0B    484  1    sleeping *0[1]     0.00000 0.00000    501 12935     450  331      107      3668      875      795      6       0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
483   com.apple.geod   0.0  00:00.30 2     1   67     3496K  100K  0B    483  1    sleeping  0[365]   0.00000 0.00000    205 4003      242  340      480      11565     1634     2518     2       125     0.0   0         0         _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
482   StocksDetailInte 0.0  00:00.44 8     7/6 111    4824K  0B    0B    482  1    sleeping *0[1]     0.00000 0.00000    501 13059     508  576      186      6142      1578     1886     97      0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
481   com.apple.geod   0.0  00:03.43 3     1   116    6644K  192K  0B    481  1    sleeping *19[86]   0.00000 0.00000    501 32611     252  2115     1962     111740    16403    30343    5       316     0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
477   ctkd             0.0  00:00.11 2     1   52     1140K  0B    0B    477  1    sleeping  0[24]    0.00000 0.00000    501 2658      163  3913     1951     1545      3190     475      1       1       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
476   sharingd         0.0  00:00.64 3     1   236    6012K  0B    0B    476  1    sleeping *0[1]     0.00000 0.00000    501 14583     576  1969     782      10208     4967     4262     55      8       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
475   coreauthd        0.0  00:00.06 2     1   51     1348K  0B    0B    475  1    sleeping  0[24]    0.00000 0.00000    501 2128      177  1092     556      1462      1242     292      8       2       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
474   WorldClockWidget 0.0  00:11.45 4     3   77     5384K  24K   0B    474  1    sleeping *1[15]    0.00000 0.00000    501 22256     650  1346     667      94671     3387     15733    573     2       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
473   StocksWidget     0.0  00:03.19 9     7/2 126    8988K  240K  0B    473  1    sleeping *22[14]   0.00000 0.00000    501 22209     868  2376     1139     23882     5655     9681     1477    4       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
472   NewsTag          0.0  00:00.74 10    9/5 107    4280K  0B    0B    472  1    sleeping *17[23]   0.00000 0.00000    501 14779     516  359      137      6238      1042     3146     1595    0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
471   PhotosReliveWidg 0.0  00:00.10 4     3/1 63     1916K  0B    0B    471  1    sleeping *2[7]     0.00000 0.00000    501 4209      309  204      77       1383      487      296      114     0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
470   FindMyWidgetPeop 0.0  00:00.47 6     5/2 84     4464K  0B    0B    470  1    sleeping *5[12]    0.00000 0.00000    501 11094     600  1144     518      3198      1453     1632     880     0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
469   CalendarWidgetEx 0.0  00:06.32 4     3/1 109    7576K  0B    0B    469  1    sleeping *1[21]    0.00000 0.00000    501 10083     664  891      337      35188     2345     9621     52      1       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
468   CoreServicesUIAg 0.0  00:00.15 3     1   145    3236K  0B    0B    468  1    sleeping *0[20]    0.00000 0.00000    501 4820      270  853      337      3357      2096     1104     8       12      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
467   com.apple.Dictio 0.0  00:00.01 2     1   21     608K   0B    0B    467  1    sleeping  0[2]     0.00000 0.00000    501 870       112  124      48       539       259      75       0       1       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
466   amsengagementd   0.0  00:00.54 3     2   115    3272K  16K   0B    466  1    sleeping  0[26]    0.00000 0.00000    501 5871      381  808      366      12284     3305     4644     28      162     0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
462   writeconfig      0.0  00:00.03 2     1   32     772K   0B    0B    462  1    sleeping  0[6]     0.00000 0.00000    0   1379      137  128      55       1012      325      174      0       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
458   fontworker       0.0  00:00.84 2     1   41     968K   0B    0B    458  1    sleeping *0[1]     0.00000 0.00000    501 3914      137  208      84       20993     496      1726     75      2       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
457   fontd            0.0  00:00.81 2     1   94     4136K  128K  0B    457  1    sleeping  0[452]   0.00000 0.00000    501 7147      139  430      605      11414     5069     3953     1       66      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
456   amsaccountsd     0.0  00:00.29 2     1   91     2408K  0B    0B    456  1    sleeping  0[8]     0.00000 0.00000    501 4854      288  665      266      7415      2248     3047     13      150     0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
453   rtcreportingd    0.0  00:00.26 2     1   53     1892K  36K   0B    453  1    sleeping *0[1]     0.00000 0.00000    0   3919      197  842      537      5633      1716     1253     1       107     0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
452   sharedfilelistd  0.0  00:00.15 2     1   64     1284K  0B    0B    452  1    sleeping  0[58]    0.00000 0.00000    501 2838      172  426      188      3824      1241     760      0       5       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
451   neagent          0.0  00:00.13 2     1   47     1152K  0B    0B    451  1    sleeping *0[1]     0.00000 0.00000    501 4211      155  283      99       2059      790      407      0       3       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
450   contactsdonation 0.0  00:00.16 2     1   70     3012K  0B    0B    450  1    sleeping  0[6]     0.00000 0.00000    501 3682      257  320      99       2690      866      849      5       0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
447   systemsoundserve 0.0  00:00.26 3     1   116    2232K  456K  0B    447  1    sleeping *0[1]     0.00000 0.00000    0   4405      448  1312     359      2502      2515     2257     174     36      0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
446   fmfd             0.0  00:00.25 2     1   82     1920K  0B    0B    446  1    sleeping  0[26]    0.00000 0.00000    501 5444      269  437      240      4619      1570     1629     2       10      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
445   com.apple.sbd    0.0  00:00.02 2     1   33     820K   0B    0B    445  1    sleeping  0[0]     0.00000 0.00000    501 1193      143  116      42       526       252      115      3       0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
444   contactsd        0.0  00:00.39 2     1   88     2968K  0B    0B    444  1    sleeping  0[71]    0.00000 0.00000    501 5451      209  946      563      6617      3855     2509     6       7       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
443   ProtectedCloudKe 0.0  00:00.10 2     1   52     1768K  52K   0B    443  1    sleeping  0[20]    0.00000 0.00000    501 2769      163  236      145      2120      914      598      9       10      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
442   cdpd             0.0  00:00.02 2     1   38     772K   0B    0B    442  1    sleeping  0[3]     0.00000 0.00000    501 1223      123  133      50       604       314      129      7       0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
440   Keychain Circle  0.0  00:00.14 3     1   143    2472K  0B    0B    440  1    sleeping *0[1]     0.00000 0.00000    501 4607      292  1380     631      3603      5205     2553     1       0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
438   searchpartyusera 0.0  00:00.60 5     4   131    4524K  0B    0B    438  1    sleeping  0[40]    0.00000 0.00000    501 11044     435  739      318      8391      2662     5366     30      633     0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
437   WirelessRadioMan 0.0  00:00.05 2     1   52     1404K  0B    0B    437  1    sleeping *0[1]     0.00000 0.00000    0   2078      207  190      96       1252      371      290      4       1       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
436   callservicesd    0.0  00:00.72 3     1   303    5568K  0B    0B    436  1    sleeping  0[73]    0.00000 0.00000    501 9156      625  1831     895      9087      4293     5014     226     24      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
435   homed            0.0  00:00.75 2     1   134    4096K  64K   0B    435  1    sleeping  0[358]   0.00000 0.00000    501 8717      381  576      592      13326     2590     4575     504     15      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
434   com.apple.siri.e 0.0  00:00.68 3     2   37     2060K  0B    0B    434  1    sleeping  0[3]     0.00000 0.00000    501 2959      190  433      116      8847      1020     1495     6       2       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
433   ndoagent         0.0  00:00.03 2     1   40     948K   0B    0B    433  1    sleeping  0[6]     0.00000 0.00000    501 1524      134  214      90       1004      561      333      0       0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
432   adid             0.0  00:00.08 2     1   36     820K   0B    0B    432  1    sleeping  0[6]     0.00000 0.00000    265 3354      122  140      51       1039      422      291      0       0       0.0   0         0         _fpsd                  N/A    N/A   N/A   N/A   N/A   N/A  
431   talagent         0.0  00:00.12 2     1   127    2356K  0B    0B    431  1    sleeping *0[1]     0.00000 0.00000    501 3566      263  905      459      2553      2447     1272     0       0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
430   UsageTrackingAge 0.0  00:00.19 2     1   55     1680K  64K   0B    430  1    sleeping  0[0]     0.00000 0.00000    501 2842      178  449      129      2547      1560     983      4       3       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
429   ViewBridgeAuxili 0.0  00:01.00 2     1   187    2160K  0B    0B    429  1    sleeping  0[5088]  0.00000 0.00000    501 3280      181  17621    6444     14138     52150    19172    0       19      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
428   com.apple.hiserv 0.0  00:00.36 2     1   59     660K   0B    0B    428  1    sleeping  0[14]    0.00000 0.00000    501 1126      117  237      4938     6104      508      6619     0       2       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
427   distnoted        0.0  00:00.04 2     1   29     412K   0B    0B    427  1    sleeping *0[1]     0.00000 0.00000    55  1206      86   98       102      709       381      184      0       0       0.0   0         0         _appleevents           N/A    N/A   N/A   N/A   N/A   N/A  
426   pboard           0.0  00:00.11 2     1   59     684K   0B    0B    426  1    sleeping *0[1]     0.00000 0.00000    501 2302      115  559      475      3647      1547     1208     20      14      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
424   photolibraryd    0.0  00:00.08 2     1   50     1268K  0B    0B    424  1    sleeping  0[30]    0.00000 0.00000    501 2590      199  172      91       1141      486      371      72      1       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
423   suggestd         0.0  00:01.44 2     1   173    6532K  440K  0B    423  1    sleeping  0[46]    0.00000 0.00000    501 14552     469  1425     459      17310     7152     6641     577     6       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
422   pkd              0.0  00:01.22 2     1   86     2528K  0B    0B    422  1    sleeping  0[56]    0.00000 0.00000    501 7501      165  3693     781      22978     9082     6513     0       20      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
421   AppSSOAgent      0.0  00:00.17 3     1   160    5640K  0B    0B    421  1    sleeping *0[16]    0.00000 0.00000    501 5053      274  778      233      2350      1787     1105     11      2       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
420   BiomeAgent       0.0  00:00.10 2     1   46     904K   0B    0B    420  1    sleeping  0[7]     0.00000 0.00000    501 1943      135  196      122      1354      586      482      7       1       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
419   triald           0.0  00:01.98 2     1   72     1788K  180K  0B    419  1    sleeping  0[62]    0.00000 0.00000    501 5671      199  1690     881      29294     7747     4595     112     13      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
418   iCloudNotificati 0.0  00:00.13 2     1   68     2852K  0B    0B    418  1    sleeping  0[3]     0.00000 0.00000    501 8445      256  369      154      3143      1097     1010     23      2       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
416   siriinferenced   0.0  00:00.06 2     1   33     1188K  0B    0B    416  1    sleeping  0[2]     0.00000 0.00000    0   2452      192  98       44       889       195      248      13      0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
414   cloudd           0.0  00:01.72 4     1   127    3516K  140K  0B    414  1    sleeping *89[45]   0.00000 0.00000    501 21019     300  4740     2269     43766     17281    12543    166     210     0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
413   siriknowledged   0.0  00:00.40 2     1   76     3988K  132K  0B    413  1    sleeping  0[14]    0.00000 0.00000    501 5512      334  424      229      7309      1363     2203     74      9       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
412   swcd             0.0  00:01.23 2     1   42     1020K  0B    0B    412  1    sleeping  0[2]     0.00000 0.00000    501 10997     143  219      110      12465     7690     2183     77      4       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
411   corespotlightd   0.0  00:00.40 3     1   106    4244K  0B    0B    411  1    sleeping *1[1]     0.00000 0.00000    501 7326      303  942      328      7694      2546     3522     228     33      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
410   networkservicepr 0.0  00:00.74 3     1   112    3456K  0B    0B    410  1    sleeping  0[22]    0.00000 0.00000    501 11823     300  1120     384      11264     3298     3022     60      152     0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
409   siriactionsd     0.0  00:00.61 2     1   87     2396K  64K   0B    409  1    sleeping  0[39]    0.00000 0.00000    501 8890      276  767      436      8271      3594     3783     187     12      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
407   assistantd       0.0  00:01.06 3     1   259    3700K  0B    0B    407  1    sleeping  0[25]    0.00000 0.00000    501 9107      586  1665     712      13039     3613     4601     417     8       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
406   iconservicesagen 0.0  00:20.54 2     1   87     21M    117M  0B    406  1    sleeping  0[117]   0.00000 0.00000    501 1095396   395  49293    26804    286050    50442    60366    1909    32      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
405   WiFiAgent        0.0  00:00.88 4     1   274    14M    0B    0B    405  1    sleeping *10[27]   0.00000 0.00000    501 12405     387  5906     2732     22164     10812    6244     33      31      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
404   NotificationCent 0.0  00:03.31 4     2   268    20M    0B    0B    404  1    sleeping *0[243]   0.00000 0.00000    501 16189     759  6236     2477     30929     19658    14534    381     49      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
403   donotdisturbd    0.0  00:00.53 2     1   106    3372K  0B    0B    403  1    sleeping  0[41]    0.00000 0.00000    501 8047      295  573      254      6542      4271     2474     95      3       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
401   identityservices 0.0  00:01.38 6     1   201    4320K  40K   0B    401  1    sleeping *0[1]     0.00000 0.00000    501 13059     504  1567     721      21799     5992     6269     95      111     0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
400   secinitd         0.0  00:21.75 2     1   46     2080K  0B    0B    400  1    sleeping  0[9]     0.00000 0.00000    501 240531    169  4320     1675     168147    15604    33170    20335   10      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
399   routined         0.0  00:00.60 3     2   88     4016K  0B    0B    399  1    sleeping  0[7]     0.00000 0.00000    501 8322      274  475      157      12689     2721     2853     168     8       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
398   containermanager 0.0  00:03.05 2     1   39     2012K  0B    0B    398  1    sleeping  0[514]   0.00000 0.00000    501 3898      166  4697     3251     60804     10177    8402     0       8       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
397   usernoted        0.0  00:00.59 2     1   140    2168K  64K   0B    397  1    sleeping *0[1]     0.00000 0.00000    501 5618      236  881      585      10010     2638     2583     38      7       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
396   nsurlsessiond    0.0  00:02.38 9     6   123    2344K  0B    0B    396  1    sleeping *28[24]   0.00000 0.00000    501 22360     258  1952     898      68895     7341     19288    0       443     0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
395   syncdefaultsd    0.0  00:00.89 2     1   90     2808K  128K  0B    395  1    sleeping *1[57]    0.00000 0.00000    501 9661      224  1044     626      13684     7985     4620     12      4       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
394   CloudKeychainPro 0.0  00:00.04 2     1   48     1144K  0B    0B    394  1    sleeping  0[1]     0.00000 0.00000    501 2035      150  179      68       1110      419      232      7       0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
393   rapportd         0.0  00:00.28 2     1   130    1840K  0B    0B    393  1    sleeping *0[1]     0.00000 0.00000    501 4588      253  799      281      4257      1889     1715     97      5       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
392   APFSUserAgent    0.0  00:00.02 2     1   44     660K   0B    0B    392  1    sleeping  0[1]     0.00000 0.00000    501 1035      115  285      124      484       408      124      0       0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
391   CommCenter       0.0  00:00.98 6     2   142    3584K  0B    0B    391  1    sleeping *0[1]     0.00000 0.00000    501 9585      516  1063     464      11966     4525     6168     171     166     0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
390   backgroundtaskma 0.0  00:00.04 2     1   49     1052K  0B    0B    390  1    sleeping  0[3]     0.00000 0.00000    501 1750      138  171      58       954       378      217      0       0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
389   secd             0.0  00:00.59 2     1   119    3152K  448K  0B    389  1    sleeping *0[1]     0.00000 0.00000    501 5756      305  1567     929      12345     4951     3015     95      15      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
388   accountsd        0.0  00:02.30 2     1   88     8620K  124K  0B    388  1    sleeping  0[643]   0.00000 0.00000    501 18944     1535 2687     2527     33038     12717    10863    5913    46      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
386   logd_helper      0.0  00:00.13 2     1   20     536K   0B    0B    386  1    sleeping *0[1]     0.00000 0.00000    0   1868      101  156      122      2647      413      800      103     4       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
385   csnameddatad     0.0  00:00.01 2     1   45     612K   0B    0B    385  1    sleeping  0[22]    0.00000 0.00000    501 829       104  145      82       605       334      120      0       0       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
384   trustd           0.0  00:05.17 2     1   130    3072K  736K  0B    384  1    sleeping  0[497]   0.00000 0.00000    501 5031      189  1578     1424     40015     15743    11096    1       186     0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
383   itunescloudd     0.0  00:00.50 2     1   91     2936K  56K   0B    383  1    sleeping *4[1]     0.00000 0.00000    501 7308      299  1145     439      8564      2903     3615     206     154     0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
382   tccd             0.0  00:01.75 2     1   65     1532K  56K   0B    382  1    sleeping  0[156]   0.00000 0.00000    501 10714     175  2442     2427     55609     11652    6801     0       24      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
381   lsd              0.0  00:00.92 2     1   390    1836K  0B    0B    381  1    sleeping  0[1067]  0.00000 0.00000    501 18644     1129 4270     2698     25957     10865    7774     1694    30      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
380   knowledge-agent  0.0  00:00.96 2     1   129    5676K  256K  0B    380  1    sleeping  0[88]    0.00000 0.00000    501 9412      347  793      401      15006     3313     4252     82      8       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
378   universalaccessd 0.0  00:00.24 3     1   189    2916K  0B    0B    378  1    sleeping *0[126]   0.00000 0.00000    501 3916      262  3539     1173     4872      6967     5381     15      27      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
376   gamecontrollerd  0.0  00:00.21 3     2   60     1052K  0B    0B    376  1    sleeping  0[5]     0.00000 0.00000    247 2802      156  895      240      4852      2477     3344     55      240     0.0   0         0         _gamecontrollerd       N/A    N/A   N/A   N/A   N/A   N/A  
375   UserEventAgent   0.0  00:00.94 2     1   325    2132K  0B    0B    375  1    sleeping *0[1]     0.00000 0.00000    501 6476      246  5485     3149     30284     9368     6442     5       27      0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
374   securityd_servic 0.0  00:00.09 2     1   30     560K   0B    0B    374  1    sleeping *0[1]     0.00000 0.00000    0   1332      105  126      55       437       209      104      0       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
372   distnoted        0.0  00:00.83 2     1   324    752K   0B    0B    372  1    sleeping *0[1]     0.00000 0.00000    501 1620      87   2028     5949     36893     14963    6680     0       1       0.0   0         0         maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
370   coreauthd        0.0  00:00.06 2     1   40     1228K  0B    0B    370  1    sleeping  0[15]    0.00000 0.00000    0   1938      167  920      465      953       906      289      26      0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
366   systemstats      0.0  00:00.06 3     1   122    1352K  0B    0B    108  108  sleeping  0[0]     0.00000 0.00000    0   1495      187  767      263      1192      1119     1072     1       2       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
365   AppleCameraAssis 0.0  00:00.03 4     1   69     812K   0B    0B    365  1    sleeping *0[1]     0.00000 0.00000    262 1062      129  597      252      819       922      291      2       0       0.0   0         0         _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
364   GSSCred          0.0  00:00.05 3     2   37     848K   0B    0B    364  1    sleeping *0[1]     0.00000 0.00000    0   2139      141  112      55       1094      271      219      1       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
361   sysmond          0.0  00:00.19 2     1   17     568K   0B    0B    361  1    sleeping  0[0]     0.00000 0.00000    0   783       105  10065    6125     9862      9783     2602     2       2       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
360   com.apple.hiserv 0.0  00:00.33 2     1   37     656K   0B    0B    360  1    sleeping  0[2]     0.00000 0.00000    0   1021      117  161      4907     5637      313      7299     0       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
359   symptomsd-diag   0.0  00:00.11 2     1   44     1320K  0B    0B    359  1    sleeping  0[0]     0.00000 0.00000    0   2600      167  141      55       1404      337      601      45      0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
358   com.apple.Accoun 0.0  00:00.02 2     1   19     728K   0B    0B    358  1    sleeping  0[22]    0.00000 0.00000    0   955       107  139      117      927       466      168      1       5       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
356   bootinstalld     0.0  00:00.04 2     1   30     880K   0B    0B    356  1    sleeping  0[1]     0.00000 0.00000    0   2110      148  84       34       731       179      40       1       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
354   ViewBridgeAuxili 0.0  00:00.74 2     1   67     1356K  0B    0B    354  1    sleeping  0[4870]  0.00000 0.00000    0   2367      172  14916    5036     10905     44581    12940    11      5       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
353   sharedfilelistd  0.0  00:00.09 2     1   39     1252K  0B    0B    353  1    sleeping  0[1]     0.00000 0.00000    0   2602      171  270      119      1789      443      407      29      1       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
352   appleeventsd     0.0  00:00.12 2     1   104    736K   0B    0B    352  1    sleeping  0[41]    0.00000 0.00000    55  2140      131  844      419      2721      2056     1250     0       10      0.0   0         0         _appleevents           N/A    N/A   N/A   N/A   N/A   N/A  
351   wifianalyticsd   0.0  00:00.13 2     1   49     1656K  0B    0B    351  1    sleeping  0[22]    0.00000 0.00000    0   3332      217  268      146      2054      805      1105     5       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
350   colorsyncd       0.0  00:00.04 2     1   31     692K   0B    0B    350  1    sleeping  0[37]    0.00000 0.00000    0   1638      116  113      73       1069      279      203      0       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
349   colorsync.displa 0.0  00:00.03 2     1   43     924K   0B    0B    349  1    sleeping  0[7]     0.00000 0.00000    0   1150      120  210      54       1340      533      335      1       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
347   locationd        0.0  00:00.44 3     1   165    2820K  44K   0B    347  1    sleeping  0[34]    0.00000 0.00000    205 4890      333  1316     624      13997     6043     5414     0       256     0.0   0         0         _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
345   WiFiCloudAssetsX 0.0  00:00.02 2     1   27     1016K  0B    0B    345  1    sleeping  0[1]     0.00000 0.00000    0   1722      155  98       47       751       200      205      0       1       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
344   secinitd         0.0  00:00.07 2     1   33     808K   0B    0B    344  1    sleeping  0[2]     0.00000 0.00000    0   1843      128  151      67       1200      317      175      0       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
343   distnoted        0.0  00:00.05 2     1   29     412K   0B    0B    343  1    sleeping *0[1]     0.00000 0.00000    88  1216      86   98       114      771       407      218      0       0       0.0   0         0         _windowserver          N/A    N/A   N/A   N/A   N/A   N/A  
341   hidd             0.0  00:00.05 2     1   30     668K   0B    0B    341  1    sleeping *0[1]     0.00000 0.00000    261 848       105  751      576      2196      2868     1061     0       0       0.0   0         0         _hidd                  N/A    N/A   N/A   N/A   N/A   N/A  
340   BlueTool         0.0  00:00.02 2     1   31     708K   0B    0B    340  1    sleeping  0[1]     0.00000 0.00000    0   937       114  121      67       507       265      97       1       0       0.0   0         0         root                   N/A    N/A   N/A   N/A   N/A   N/A  
330   distnoted        0.0  00:00.04 2     1   29     420K   0B    0B    330  1    sleeping *0[1]     0.00000 0.00000    278 1219      86   99       114      772       407      228      0       0       0.0   0         0         _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
