Channel ID,Channel Auto Moderation in Live Chat,Video Default Allowed Comments Type,Video Default Targeted Audience,Video Default Language,Video Default License,Video Default Location Latitude,Video Default Location Longitude,Default Language for Metadata
UCqSYEc4R7Vp4h233TQECEIw,false,Allow all comments,Not set,zxx,Creative Commons - Attribution,0,0,en-US





