Video ID,Approx Duration (ms),Video Audio Language,Video Category,Video Description (Original),Video Description (Original) Language,Channel ID,Video Title (Original),Video Title (Original) Language,Privacy,Video State,Video Create Timestamp,Video Publish Timestamp
6VCdpacvM7I,107000,zxx,People,"The Obamas are the best. They have a contact form on the web. If I *NEED* to piss him off about national security, I send it to Barack. Otherwise to Michelle.",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Hey, Michelle Obama - Illinois state bar association told me I could not sue Trump or Elon Musk",en-US,Unlisted,Processed,2024-11-01T16:29:41+00:00,2024-11-30T16:17:55+00:00
FpNa6iUm5JM,254000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,NO_AUDIO - screen 20241002 202150,en-US,Unlisted,Processed,2024-11-01T16:29:43+00:00,2024-11-30T16:05:21+00:00
VR_dX6gQH0E,150000,zxx,People,YOU HAVE TO BE OKAY!,en-US,UCqSYEc4R7Vp4h233TQECEIw,Off the Hook - WBAI - Consoling comments from Emmanual Goldstein about the 2024 election results,en-US,Unlisted,Processed,2024-11-02T18:13:25+00:00,2024-11-02T18:14:36+00:00
jahKqQbG_w4,9000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Election 2024 - South Shore Chicago,en-US,Unlisted,Processed,2024-11-05T19:27:46+00:00,2024-11-05T19:28:15+00:00
4Zaw8K8d2JA,783000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,NO_AUDIO - Screen recording 2024 11 08 12 28 51 PM,en-US,Unlisted,Processed,2024-11-08T19:43:36+00:00,2024-11-30T16:04:55+00:00
aKurr-a27CU,582000,zxx,People,Good Germans like Great Americans. Springtime for Hitler kind of makes me want to stay outside all Winter to fight the Nazis!!!,en-US,UCqSYEc4R7Vp4h233TQECEIw,"Last/Top post - Off the Hook (WBAI) - Post 2024 election - End of world, Charlie and his orchestra",en-US,Unlisted,Processed,2024-11-08T21:21:41+00:00,2024-11-08T21:29:11+00:00
g92kUARBgj0,19000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Chicago CTA Blue Line - 4 digit curvature example,en-US,Unlisted,Processed,2024-12-07T17:20:40+00:00,2024-12-07T17:22:21+00:00
wW4dfMTgZlM,53000,zxx,People,I was attacked for filming this video. An agent came barreling down the subway to pin that man down. Good to know people are looking out for me...,en-US,UCqSYEc4R7Vp4h233TQECEIw,Jimmy Chamberlain's cymbal - I am one with hamsa hand - Samuel L Jackson on the train - V4,en-US,Unlisted,Processed,2024-12-07T17:20:41+00:00,2024-12-07T17:27:40+00:00
FLFwcbgRa1w,50000,zxx,People,I was attacked for filming this video. An agent came barreling down the subway to pin that man down. Good to know people are looking out for me...,en-US,UCqSYEc4R7Vp4h233TQECEIw,Jimmy Chamberlain's cymbal - I am one with hamsa hand - Samuel L Jackson on the train - V3,en-US,Unlisted,Processed,2024-12-07T17:20:43+00:00,2024-12-07T17:27:21+00:00
YQjdAji6gAU,38000,zxx,People,I was attacked for filming this video. An agent came barreling down the subway to pin that man down. Good to know people are looking out for me...,en-US,UCqSYEc4R7Vp4h233TQECEIw,Jimmy Chamberlain's cymbal - I am one with hamsa hand - Samuel L Jackson on the train - V2,en-US,Unlisted,Processed,2024-12-07T17:20:45+00:00,2024-12-07T17:26:47+00:00
nQueKpRlNBg,78000,zxx,People,I was attacked for filming this video. An agent came barreling down the subway to pin that man down. Good to know people are looking out for me...,en-US,UCqSYEc4R7Vp4h233TQECEIw,Jimmy Chamberlain's cymbal - I am one with hamsa hand - Samuel L Jackson on the train - V1,en-US,Unlisted,Processed,2024-12-07T17:20:46+00:00,2024-12-07T17:25:40+00:00
pzpGrAp-NKk,21000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"Extra coin - Thanks for supporting me, guys!",en-US,Unlisted,Processed,2024-12-07T17:20:49+00:00,2024-12-07T17:24:32+00:00
hHvn9uDRncQ,11000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,This made me laugh - News folk that don't turn into green Aliens end of the 80's - Save humans,en-US,Unlisted,Processed,2024-12-23T17:30:53+00:00,2024-12-23T17:34:00+00:00
AR53SP2kuPU,6000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"South Shore, Chicago, USA, North America, Earth - Christmas time - No, I'm not a lesbian",en-US,Unlisted,Processed,2024-12-23T17:30:54+00:00,2024-12-23T17:32:24+00:00
WETLnnR3-eo,15000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"HAM radio study guide - Chicago Public Library - Hola, guys!",en-US,Unlisted,Processed,2024-12-23T20:41:43+00:00,2024-12-23T20:42:56+00:00
9hWtAga8rwk,27000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"South Shore, Chicago, USA, North America, Earth - On a good day - Rainbow crosswalk",en-US,Unlisted,Processed,2024-12-27T16:49:59+00:00,2024-12-27T16:50:43+00:00
jEANNuPfrmI,15000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"South Shore, Chicago, Illinois, USA, North America, Earth - Says F-Trump - V2",en-US,Unlisted,Processed,2025-01-02T20:11:25+00:00,2025-01-02T20:14:12+00:00
SFJLu0ZTY84,16000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"South Shore, Chicago, Illinois, USA, North America, Earth - Says F-Trump - V1",en-US,Unlisted,Processed,2025-01-02T20:11:39+00:00,2025-01-02T20:13:37+00:00
4HbNzd0pdtE,30000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Drone activity on the Southside of Chicago - Should we be tracking Elon Musk's extended aviation?,en-US,Unlisted,Processed,2025-01-10T20:11:53+00:00,2025-01-10T20:13:28+00:00
04caPBxt0uc,287000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"January 6, 2025 @ 09:11AM - Mitel phone on lunch break - Last of democracy - Moments of silence.",en-US,Unlisted,Processed,2025-01-10T20:11:55+00:00,2025-01-10T20:15:02+00:00
RMhYTs5GtZs,7000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Trump inauguration - TikTok suspended - Is he trying to cut USA off from outsiders - Genocide,en-US,Unlisted,Processed,2025-01-23T21:28:07+00:00,2025-01-23T21:29:08+00:00
W84P_L8fCUk,7000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Busted - Georgia Tech - Falsified email - Sister went to rehab - Mama (me) will F her up for this!!!,en-US,Unlisted,Processed,2025-02-06T21:46:12+00:00,2025-02-06T21:47:30+00:00
ppKTORj7nP0,39000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,NSA interview - Spotify playlist - I have a dream,en-US,Unlisted,Processed,2025-02-08T19:18:56+00:00,2025-02-08T19:19:35+00:00
QypkdNZ5mxs,38000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Valentines' day - I get to do this - MLK/CPL - This is what happens when you send Ivanka T an email,en-US,Unlisted,Processed,2025-02-14T19:24:50+00:00,2025-02-14T19:26:13+00:00





