Video ID,Approx Duration (ms),Video Audio Language,Video Category,Video Description (Original),Video Description (Original) Language,Channel ID,Video Title (Original),Video Title (Original) Language,Privacy,Video State,Video Create Timestamp,Video Publish Timestamp
36pMQiLjNRQ,155000,zxx,People,"LINKS: 
(1) https://github.com/maxieds/public-file-stashes/tree/main/ipad-darkweb-analytics-logs (Github/maxieds/public-file-stashes - ipad-darkweb-analytics-logs)
(2) https://github.com/maxieds/public-file-stashes/blob/main/ipad-darkweb-analytics-logs/new-year-2024-rhymes-with-hey-lon_contd_v5/README.md (Github/maxieds/public-file-stashes - ipad-darkweb-analytics-logs/new-year-2024-rhymes-with-hey-lon_contd_v5 README)",en-US,UCqSYEc4R7Vp4h233TQECEIw,"FYI - No new darkweb analytics logs in weeks - Mission accomplished (Trump, Jan6, Twitter DMs)?!?",en-US,Unlisted,Processed,2024-07-16T21:54:10+00:00,2024-07-16T21:58:37+00:00
etXBgn1K12A,504000,zxx,People,"Yes, they did.",en-US,UCqSYEc4R7Vp4h233TQECEIw,South Shore Chicago apartment destroyed (night) - Living near the X/mob - IMG_2137,en-US,Unlisted,Processed,2024-08-02T19:38:27+00:00,2024-09-20T17:39:09+00:00
t7CCCPFs2K0,269000,zxx,People,"Yes, they did.",en-US,UCqSYEc4R7Vp4h233TQECEIw,South Shore Chicago apartment destroyed (daylight) - Living near the X/mob - IMG_2137,en-US,Unlisted,Processed,2024-08-02T19:40:35+00:00,2024-09-20T17:39:53+00:00
4p88ud46IL4,52000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Chicago - South Shore Clyde apartment - Aftermath - night toilet overflow reaction,en-US,Unlisted,Processed,2024-08-02T19:41:30+00:00,2024-11-30T16:09:25+00:00
EK3S8QfOg1o,109000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Elon Musk is busted - Satanism and big government - Check videos about him as Iranian on the darkweb,en-US,Unlisted,Processed,2024-08-03T17:11:35+00:00,2024-08-03T17:18:20+00:00
SDEABCVBIIA,390000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Elon Musk is busted - Satanism and big government - Check videos about him as Iranian on darkweb II,en-US,Unlisted,Processed,2024-08-03T17:11:37+00:00,2024-08-03T17:18:50+00:00
1DVa2zfM7B0,31000,zxx,People,"I was over at this library nearly every day for a year in a Marvel hoodie bought outside the country. I am their resident big kid (or my dad's 30-something teenager). I think the children's librarian, Mary Gene Davis, hooked this up for one of the two CPL locations that received interviews with Ms. James. I have the very touching autograph in the darkweb ipad case :)",en-US,UCqSYEc4R7Vp4h233TQECEIw,Shaquita James - Peanut gallery style at the South Shore Chicago Public Library,en-US,Public,Processed,2024-08-07T17:17:43+00:00,2024-09-28T15:33:08+00:00
GE_Q8wOP9dw,20000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,We're going to pick up some cats - Trump threats to execute my kittens - George and Puff 'n Stuff,en-US,Unlisted,Processed,2024-09-01T19:35:43+00:00,2024-09-20T17:36:41+00:00
_8Bx-Gc9-a0,14000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,George and Puff 'n Stuff - Anti Cruelty Society - Helped me get them into a no kill shelter,en-US,Unlisted,Processed,2024-09-01T19:35:47+00:00,2024-11-30T16:06:36+00:00
Ryy3EioyodY,11000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,George and Puff 'n Stuff - Anti Cruelty Society - Helped me get them into a no kill shelter - V3,en-US,Unlisted,Processed,2024-09-01T19:35:50+00:00,2024-11-30T16:25:35+00:00
_RILFsn7rQg,10000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,George and Puff 'n Stuff - Anti Cruelty Society - Helped me get them into a no kill shelter - V2,en-US,Unlisted,Processed,2024-09-01T19:35:52+00:00,2024-11-30T16:24:54+00:00
366Ajs-hhJQ,7000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Kim Foxx (IL state attorney at DV courthouse) - Slander on her and democrats for a restraining order,en-US,Unlisted,Processed,2024-09-01T19:35:54+00:00,2024-11-30T16:24:09+00:00
OA8D0E3NJ80,101000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Trump Tower - CNN/GSO indictments - The Messiah is Missing - Why do search engines lie?!?,en-US,Unlisted,Processed,2024-09-01T19:35:56+00:00,2024-09-01T19:39:16+00:00
psyi8ni8zE0,24000,zxx,People,"South Shore, Chicago, USA, North America, Earth, that is.",en-US,UCqSYEc4R7Vp4h233TQECEIw,We're going to pick up some cats - Trump threats to execute my kittens brought art to South Shore II,en-US,Unlisted,Processed,2024-09-14T16:15:37+00:00,2024-09-14T16:19:23+00:00
jsq_DTFvGRc,12000,zxx,People,"South Shore, Chicago, USA, North America, Earth, that is.",en-US,UCqSYEc4R7Vp4h233TQECEIw,We're going to pick up some cats - Trump threats to execute my kittens brought art to South Shore,en-US,Unlisted,Processed,2024-09-14T16:15:41+00:00,2024-09-14T16:18:52+00:00
9CiA4-iM1mc,24000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,MDS - IDK (anymore) - Dirty laundry - They drugged me - 2024,en-US,Unlisted,Processed,2024-09-14T16:15:43+00:00,2024-11-26T21:57:22+00:00
non6-sJCamc,9000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"Legalize pot - Democrats for USA - Thanks, Chuck Schumer!",en-US,Unlisted,Processed,2024-09-14T16:15:47+00:00,2024-11-26T21:55:41+00:00
Ll_vGWzv87Y,13000,zxx,People,See subject (line above).,en-US,UCqSYEc4R7Vp4h233TQECEIw,"Non-curved digital number four - Yes, it is possible - CTA Blue Line -  Addendum (Nazi/Adidas-44/SS)",en-US,Unlisted,Processed,2024-09-14T16:15:49+00:00,2024-09-14T16:21:24+00:00
Anm6iObJt8Y,11000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,MDS - IDK (anymore) - They drugged me - 2024,en-US,Unlisted,Processed,2024-09-14T16:15:51+00:00,2024-11-26T21:54:33+00:00
rmG3YC0cWoA,6000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Big Mac ad - Chicago CTA,en-US,Unlisted,Processed,2024-09-14T16:15:53+00:00,2024-11-26T21:53:13+00:00
x0tcZz3G634,281000,zxx,People,"Check out the artwork. Some people are with me. Pigeons know good people. It's a $200 fine to feed them in Chicago. People in South Shore, Chicago, Illinois, USA, North America, Earth (where Michelle Obama started out) do it anyway whether or not they can afford the fine or not :)",en-US,UCqSYEc4R7Vp4h233TQECEIw,Jesus Christ had a pet turkey - It's about the pigeons and Trump fining people feeding Jesus' family,en-US,Unlisted,Processed,2024-09-14T16:15:55+00:00,2024-09-20T17:43:39+00:00
egCn1DaL2hk,19000,zxx,People,"Uptown (North Side), Chicago, USA, North America, Earth, that is.",en-US,UCqSYEc4R7Vp4h233TQECEIw,We're going to pick up some cats - Trump threats to execute my kittens brought art to Uptown,en-US,Unlisted,Processed,2024-09-14T16:16:33+00:00,2024-09-14T16:22:22+00:00
_Zoo-CirsSM,20000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,We're going to pick up some cats - Trump threats to execute my kittens - George and Puff 'n Stuff,en-US,Unlisted,Processed,2024-09-14T16:16:36+00:00,2024-09-14T16:23:31+00:00
C_DgHJomNxY,201000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Android 13 hacked - Full apps list - Check out Fediverse/federated!?!,en-US,Public,Processed,2024-09-14T16:16:39+00:00,2024-09-14T16:24:27+00:00
MYy2BQP4xxg,107000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Illinois law bar does not accept civil suits against Trump or Elon Musk - Election: 3 weeks to go,en-US,Unlisted,Processed,2024-10-18T19:40:28+00:00,2024-10-18T19:41:37+00:00
E0OjvgQcIf8,649000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Legal Notes - MDS (2024) - Scared my stuff would be suppressed,en-US,Unlisted,Processed,2024-11-01T16:29:20+00:00,2024-11-26T21:50:49+00:00
2-FqpKXh084,8000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"WiggleWorms - Elon Musk / Matt Ando (2004) - Wiggle Worm, WglWrm? VID_20241023_180435",en-US,Unlisted,Processed,2024-11-01T16:29:35+00:00,2024-11-26T21:48:55+00:00
ZZ3yR85NJP8,168000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Messages to Kamala Harris - Tampon Johnson + Bernie on CLT geometric dist as incessant game playing,en-US,Unlisted,Processed,2024-11-01T16:29:39+00:00,2024-11-30T16:21:21+00:00
