Processes: 473 total, 9 running, 14 stuck, 450 sleeping, 4972 threads 
2026/05/25 23:28:39
Load Avg: 15.43, 13.31, 12.90 
CPU usage: 21.11% user, 52.49% sys, 26.39% idle 
SharedLibs: 179M resident, 50M data, 11M linkedit.
MemRegions: 222600 total, 523M resident, 20M private, 205M shared.
PhysMem: 8165M used (3239M wired), 26M unused.
VM: 16T vsize, 3153M framework vsize, 982560330(0) swapins, 987525651(0) swapouts.
Networks: packets: 30873200/36G in, 15576389/14G out.
Disks: 35553684/3967G read, 28735045/3868G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS    %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW    POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
6024   plugin-container 0.2  02:45.56 25    2    107    200M   0B     193M-  381   381   sleeping *0[2]       0.00000  0.00000    501 8171886+   2510   6886       3561       1563780+   16620      1997451+   2078    79201+    0.4   2324197    4608144    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
83     logd             0.2  03:48.58 3     2    1488   19M+   0B     22M-   83    1     sleeping *0[1]       0.00000  0.00000    0   4892189+   126    917102+    1050223+   6506198+   1296905+   3540398+   82905   9641      0.2   5527178    4596197    root                   N/A    N/A   N/A   N/A   N/A   N/A  
4243   plugin-container 0.1  04:28.03 23    1    106    389M+  0B     367M   381   381   sleeping *0[2]       0.00000  0.00000    501 10059466+  2511   8296       4328       2444864+   18567      3283294+   2662    152940+   0.3   1273242    3629744    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
7982   plugin-container 0.1  00:42.09 24    2    105    105M   0B     104M-  381   381   sleeping *0[2]       0.00000  0.00000    501 2034520+   2520   5172       2690       568501+    10274      747384+    144     31536+    0.2   1664450    3784916    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4130   plugin-container 0.1  01:04.16 23    1    100    83M    0B     77M-   381   381   sleeping *0[2]       0.00000  0.00000    501 3936345+   2510   6981       3707       1042686+   12734      1112395+   75      37306+    0.2   1677126    3440696    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
141    revisiond        0.1  00:07.47 4     2    65     1708K  0B     812K-  141   1     stuck    *1[813]     0.00000  0.15351    0   220243+    155    5205       5030       60058+     30472+     93228+     210     3488+     0.3   783529     3944823    root                   N/A    N/A   N/A   N/A   N/A   N/A  
5306   plugin-container 0.1  16:36.82 28    1    115    229M   0B     207M-  381   381   sleeping *0[2]       0.00000  0.00000    501 9591288+   2583   9551       5311       2822450+   21766      5558916+   635     155396+   0.5   1103300    3096613    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4114   plugin-container 0.1  01:20.44 24    1    105    72M    0B     66M+   381   381   sleeping *0[2]       0.00000  0.00000    501 2860750    2510   7578       3888       1458671+   16715      1607757+   738     104019+   0.4   820268     3399952    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4219   plugin-container 0.1  01:24.29 25    1    110    109M   0B     106M-  381   381   sleeping *0[2]       0.00000  0.00000    501 3331335+   2566   7634       3936       1449311+   16280      1613735+   393     98448+    0.5   950328     3011214    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
28452  accountsd        0.1  00:13.57 4     3    95     10M+   0B-    6656K+ 28452 1     sleeping  0[7198]    0.00000  0.11549    501 314041+    1558   12276+     12255+     136718+    72773+     102475+    8699    829       0.1   2067687    3479921    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
3565   plugin-container 0.1  05:41.65 25    1    112    243M   0B     226M   381   381   sleeping *0[2]       0.00000  0.00000    501 13488695   2513   8568       4499       3137695+   19292      3822572+   16317   151325+   0.4   756241     2891065    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
5423   plugin-container 0.1  02:46.18 28    3    114    169M   0B     166M-  381   381   sleeping *0[2]       0.00000  0.00000    501 8263324+   2524   11904      8036       1595060+   25243      2033969+   5826    82817+    0.3   671098     2718474    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
6125   plugin-container 0.1  00:18.99 22    1    102    24M    0B     24M-   381   381   sleeping *0[2]       0.00000  0.00000    501 898600+    2510   5304       2708       473273+    9593       530632+    114     19771+    0.2   1376677    3207837    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
6127   plugin-container 0.1  00:19.47 22    1    98     25M    0B     24M+   381   381   sleeping *0[2]       0.00000  0.00000    501 904023     2509   5034       2581       455229+    8217       505345+    79      19409+    0.2   720418     3169476    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
3924   plugin-container 0.1  00:22.71 23    1    101    27M    0B     26M-   381   381   stuck    *0[2]       0.00000  0.00000    501 1097856+   2514   6724       3426       506662+    11435      574968+    286     21390+    0.2   1554568    3272051    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4374   plugin-container 0.1  08:13.16 26    1    112    343M   0B     341M+  381   381   sleeping *0[2]       0.00000  0.00000    501 24682787   2621   13464      8396       2252080+   26332      3317189+   2898    111872+   0.2   689218     2631998    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4146   plugin-container 0.1  00:22.33 23    1    100    25M    0B     24M    381   381   sleeping *0[2]       0.00000  0.00000    501 1002513    2510   6065       3098       601161+    9702       615987+    26      21170+    0.2   649003     2490434    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4145   plugin-container 0.1  00:21.90 23    1    100    26M    0B     24M-   381   381   sleeping *0[2]       0.00000  0.00000    501 995922+    2510   6049       3088       587075+    9617       607232+    33      20821+    0.3   642308     2114168    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
5350   plugin-container 0.1  05:45.41 26    1    112    146M   0B     139M   381   381   sleeping *0[2]       0.00000  0.00000    501 5999368    2573   7987       4289       2409956+   18508      3279143+   291     143729+   0.3   568556     2088968    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
7357   plugin-container 0.1  00:24.10 24    2    102    29M    0B     29M-   381   381   sleeping *0[2]       0.00000  0.00000    501 1170130+   2518   5406       2770       518425+    10500      616591+    240     25113+    0.2   660585     2679193    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4140   plugin-container 0.1  00:19.09 23    1    100    25M    0B     24M-   381   381   sleeping *0[2]       0.00000  0.00000    501 897460+    2510   5969       3058       478745+    9268       529136+    31      19305+    0.3   631278     2161638    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
14890  plugin-container 0.1  13:21.16 34    2    121    641M   0B     630M-  381   381   sleeping *0[2]       0.00000  0.00000    501 68194671+  2579   8670       6178       3908654+   13841      5173869+   2873    103701    0.1   1007317    3043117    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4173   plugin-container 0.1  00:18.83 23    1    101    24M    0B     23M    381   381   sleeping *0[2]       0.00000  0.00000    501 842282     2510   5987       3056       456456+    9452       524860+    99      19798+    0.5   582529     2063390    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4072   plugin-container 0.1  00:55.46 24    1    105    78M    0B     74M    381   381   sleeping *0[2]       0.00000  0.00000    501 2525853+   2528   10334      5941       1054838+   15489      1012313+   98      31171+    0.4   554425     2177103    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
5612   plugin-container 0.1  00:19.93 23    1    100    27M    0B     25M+   381   381   sleeping *0[2]       0.00000  0.00000    501 844442     2510   5507       2859       465458+    8786       519264+    42      19091+    0.2   597260     2491618    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4107   plugin-container 0.1  00:46.88 22    1    100    54M    0B     53M+   381   381   sleeping *0[2]       0.00000  0.00000    501 2315968    2510   6874       3635       1043663+   12049      1031703+   33      34173+    0.2   558981     2097921    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4568   plugin-container 0.0  24:51.30 26    1    112    1897M  0B     1883M- 381   381   sleeping *0[2]       0.00000  0.00000    501 42321076+  2710   43179      33824      19514358+  337933     16847133+  56551   222200+   0.1   933910     2400518    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4118   plugin-container 0.0  00:23.94 23    1    100    27M    0B     25M+   381   381   sleeping *0[2]       0.00000  0.00000    501 1019969    2510   6130       3139       657107+    10033      669972+    18      24822+    0.1   644582     2505139    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4147   plugin-container 0.0  00:21.69 23    1    102    25M    0B     23M+   381   381   sleeping *0[2]       0.00000  0.00000    501 996284     2509   6042       3087       562219+    9585       581783+    21      20060+    0.2   553509     1904736    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
219    lsd              0.0  00:11.20 3     2    99     2280K  0B     1932K  219   1     stuck     0[1947]    0.00000  0.09583    0   341631+    209    6497       5012       49773      20225      121822+    45182+  5602+     0.1   1057434    3007656    root                   N/A    N/A   N/A   N/A   N/A   N/A  
8892   trustd           0.0  01:40.24 2     1    73-    4220K- 0B     3688K- 8892  1     sleeping  0[17221]   0.00000  0.00000    282 1328139+   193    33668      35890      989717+    401555     486410+    1084    5894+     0.1   1388445    1671683    _trustd                N/A    N/A   N/A   N/A   N/A   N/A  
4141   plugin-container 0.0  00:21.54 23    1    100    25M    0B     23M+   381   381   sleeping *0[2]       0.00000  0.00000    501 987120     2504   6047       3092       563767+    9523       583480+    32      19887+    0.3   547118     1957495    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
5965   plugin-container 0.0  01:22.42 26    2    110    117M   0B     116M+  381   381   sleeping *0[2]       0.00000  0.00000    501 3519959    2527   6876       3500       1229428+   16034      1424274+   2588    69048+    0.2   581033     2414942    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
12730  plugin-container 0.0  00:20.58 22/1  1    99     33M    0B     32M-   381   381   running  *0[2]       0.00000  0.00000    501 1019410+   2514   4181       2177       411452+    6895       476439+    4110    20034+    0.3   520588     2108736    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
6114   plugin-container 0.0  00:25.06 22    1    98     37M    0B     36M    381   381   sleeping *0[2]       0.00000  0.00000    501 1022638+   2510   5231       2682       657191+    9249       724223+    503     31236     0.0   560336     2230948    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4128   plugin-container 0.0  00:18.80 23    1    100    25M    0B     23M+   381   381   sleeping *0[2]       0.00000  0.00000    501 874231     2509   5935       3030       474472+    9172       519907+    24      19066+    0.3   551877     2076926    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
536    plugin-container 0.0  01:58.46 23    1    103    75M    0B     73M-   381   381   sleeping *0[2]       0.00000  0.00000    501 4064833+   2510   11199      5933       1536240+   25242      1623909+   17032   87747+    0.2   496006     1660744    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
23370  plugin-container 0.0  00:16.48 22    1    103    39M    0B     38M+   381   381   sleeping *0[2]       0.00000  0.00000    501 533265     2511   2266       1163       495569+    4468       541930+    3875    26029+    0.2   591605     2243046    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
5151   plugin-container 0.0  06:17.68 29    1    119    200M   0B     185M   381   381   sleeping *0[2]       0.00000  0.00000    501 7535655    2567   8734       4920       2637482+   20851      3498688+   2688    143727+   0.2   546030     2093815    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4816   plugin-container 0.0  00:27.54 25    3    104    73M+   0B     72M+   381   381   sleeping *0[2]       0.00000  0.00000    501 1486727+   2519   6435       3418       514355+    12072      622925+    56      23396+    0.1   555081     2101264    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
7796   plugin-container 0.0  00:21.72 23    1    104    40M    0B     39M+   381   381   sleeping *0[2]       0.00000  0.00000    501 1007107    2510   4869       2533       416667+    8379       512007+    194     19559+    0.2   599417     2012513    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4149   plugin-container 0.0  00:22.77 23    1    101    27M    0B     26M    381   381   sleeping *0[2]       0.00000  0.00000    501 1045036    2510   6142       3141       599030+    9998       610767+    89      20657+    0.1   559537     2228255    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4148   plugin-container 0.0  00:32.15 23    1    100    40M    0B     38M    381   381   sleeping *0[2]       0.00000  0.00000    501 1581735    2511   6576       3351       690903+    12402      745156+    719     27200+    0.1   584529     2193324    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
5540   plugin-container 0.0  02:27.22 25    1    112    157M   0B     150M+  381   381   sleeping *0[2]       0.00000  0.00000    501 7482417    2527   9267       5043       1568566+   20944      2028389+   4699    89347+    0.2   600350     2156082    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4142   plugin-container 0.0  00:25.82 23    1    101    27M    0B     26M    381   381   sleeping *0[2]       0.00000  0.00000    501 1088738+   2504   6090       3116       732479+    9810       719766+    15      26492+    0.2   548980     2169308    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
5592   plugin-container 0.0  00:21.46 23    1    101    26M    0B     25M    381   381   sleeping *0[2]       0.00000  0.00000    501 857446+    2510   5661       2976       514432+    9155       549121+    117     20189+    0.1   668841     2278333    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
32131  plugin-container 0.0  00:00.64 22    1    98     21M+   0B     20M+   381   381   sleeping *0[2]       0.00000  0.00000    501 17207+     2509   296        152        9325+      700        9849+      3332    299+      0.3   385679     1878994    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4134   plugin-container 0.0  00:22.29 23    1    101    26M    0B     24M    381   381   sleeping *0[2]       0.00000  0.00000    501 1008041    2504   6055       3093       598693+    9661       614270+    44      20372+    0.2   561341     2023319    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
6095   plugin-container 0.0  00:20.49 23    1    101    26M    0B     24M+   381   381   sleeping *0[2]       0.00000  0.00000    501 932247     2510   5210       2675       516266+    8910       555752+    69      20041+    0.2   598070     2107707    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4126   plugin-container 0.0  00:22.51 23    1    102    26M    0B     25M    381   381   sleeping *0[2]       0.00000  0.00000    501 1031426    2510   6092       3116       598242+    9696       600712+    50      20568+    0.2   583085     1982339    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
5081   plugin-container 0.0  01:14.08 23    2    103    172M   0B     172M+  381   381   sleeping *0[2]       0.00000  0.00000    501 6391611    2530   6731       3475       669734+    13013      926940+    100     33417+    0.2   515260     1924692    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
10432  plugin-container 0.0  00:18.34 22    1    102    33M    0B     32M+   381   381   sleeping *0[2]       0.00000  0.00000    501 873926     2518   4258       2187       350379+    7288       439782+    118     18278+    0.2   537567     1850867    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4138   plugin-container 0.0  00:26.00 23    1    100    28M    0B     27M+   381   381   sleeping *0[2]       0.00000  0.00000    501 1099694    2510   6224       3185       738063+    10480      736828+    32      26129+    0.2   562988     1871473    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
6120   plugin-container 0.0  00:38.95 25    2    104    64M    0B     60M+   381   381   sleeping *0[2]       0.00000  0.00000    501 1970100    2510   5545       2869       845184+    10540      921900+    77      38704+    0.1   543422     1891568    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
3668   plugin-container 0.0  00:19.53 23    1    101    24M    0B     24M    381   381   sleeping *0[2]       0.00000  0.00000    501 882277+    2510   6505       3312       474288+    10775      545981+    166     20002+    0.1   565422     2025502    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
7356   plugin-container 0.0  00:22.84 23    1    101    28M    0B     27M    381   381   sleeping *0[2]       0.00000  0.00000    501 1095659    2518   5271       2704       494705+    10056      592444+    252     23562+    0.2   527028     1931754    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
6126   plugin-container 0.0  00:23.03 22    1    98     28M    0B     27M    381   381   sleeping *0[2]       0.00000  0.00000    501 1019335    2509   5305       2726       571719+    9332       622490+    100     22165+    0.2   562535     2032499    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4288   plugin-container 0.0  00:24.39 24    1    107    44M    0B     43M    381   381   sleeping *0[2]       0.00000  0.00000    501 1182118    2519   6107       3140       456853+    10541      556204+    102     20555+    0.1   565326     1967132    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
6083   plugin-container 0.0  00:20.24 23    1    105    25M    0B     24M    381   381   sleeping *0[2]       0.00000  0.00000    501 915701     2510   5411       2766       515342+    9980       568761+    56      21620+    0.2   500706     1924549    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
26606  plugin-container 0.0  00:13.69 22    1    100    39M    0B     38M    381   381   sleeping *0[2]       0.00000  0.00000    501 392383     2511   1565       810        446616+    3420       488817+    5459    23188+    0.2   529148     1911061    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
5882   plugin-container 0.0  00:33.92 24    2    105    77M    0B     76M    381   381   sleeping *0[2]       0.00000  0.00000    501 1700363    2518   6087       3116       650737+    12054      760948+    179     28830+    0.2   539731     1808993    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4129   plugin-container 0.0  00:23.02 23    1    102    29M    0B     26M+   381   381   sleeping *0[2]       0.00000  0.00000    501 1067289    2510   6059       3105       586017+    9872       604573+    83      20069+    0.2   575211     1967861    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
7338   plugin-container 0.0  00:27.58 22    1    102    45M    0B     45M+   381   381   sleeping *0[2]       0.00000  0.00000    501 1310526    2517   5366       2788       562364+    10420      669886+    287     25657+    0.2   539716     1856168    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
32138  plugin-container 0.0  00:00.36 22    1    98     21M    0B     20M+   381   381   sleeping *0[2]       0.00000  0.00000    501 16181      2509   296        150        8510+      703        6593+      59      276+      0.2   465666     2260211    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
20903  Music            0.0  00:31.80 11    1    483    43M+   0B     39M-   20903 1     sleeping  0[960]     0.00000  0.00000    501 969513+    1831   29550      11153      130008+    105623     398058+    1532    7556      0.0   715648     1760676    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
6101   plugin-container 0.0  00:18.96 23    1    100    25M    0B     23M+   381   381   sleeping *0[2]       0.00000  0.00000    501 883180     2510   5238       2679       476672+    9143       529399+    40      19779+    0.2   511682     1853641    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
6230   plugin-container 0.0  00:33.99 24    1    105    115M   0B     114M+  381   381   sleeping *0[2]       0.00000  0.00000    501 1854943    2511   5118       2622       438020+    9034       580789+    143     21426+    0.2   450001     1772658    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4135   plugin-container 0.0  00:26.24 23    1    104    28M    0B     27M-   381   381   sleeping *0[2]       0.00000  0.00000    501 1104550+   2504   6276       3225       754205+    10641      732229+    46      25931+    0.2   515385     1821226    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
6033   plugin-container 0.0  00:19.63 23    2    99     26M    0B     25M+   381   381   sleeping *0[2]       0.00000  0.00000    501 853771     2509   5226       2676       501361+    8854       552198+    87      20904+    0.2   506988     1777704    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
23761  plugin-container 0.0  01:00.40 22/1  1    100    37M    0B     37M+   381   381   running  *0[2]       0.00000  0.00000    501 558709     2511   2377       1239       2704297+   4943       1712325+   5112    43863+    0.2   478977     1764476    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
5678   plugin-container 0.0  00:25.01 22    1    101    36M+   0B     36M+   381   381   sleeping *0[2]       0.00000  0.00000    501 1160570+   2518   5755       2937       546666+    10439      655989+    102     25884+    0.2   466001     1819250    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
7850   plugin-container 0.0  00:16.69 22    1    98     24M    0B     24M+   381   381   sleeping *0[2]       0.00000  0.00000    501 779386     2510   4560       2341       371363+    7546       448060+    121     18158+    0.2   468681     1708235    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4131   plugin-container 0.0  00:29.47 23    1    101    32M    0B     29M    381   381   sleeping *0[2]       0.00000  0.00000    501 1320442    2510   6124       3153       768870+    9895       748772+    35      26454+    0.2   470525     1672269    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
96     powerd           0.0  02:06.94 3     2    126    1964K  0B     916K   96    1     sleeping *0[1]       0.00000  0.03096    0   1052784+   165    1545627+   729215+    2703077+   2847699+   2224215+   851     6807      0.0   436909     1547540    root                   N/A    N/A   N/A   N/A   N/A   N/A  
4132   plugin-container 0.0  00:35.59 22    1    98     33M    0B     33M    381   381   sleeping *0[2]       0.00000  0.00000    501 1727670    2510   6577       3367       889573+    12285      902660+    55      34313+    0.2   485432     1670391    maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
32186  trustd           0.0  00:00.08 2     1    30     1256K  0B     632K+  32186 1     stuck     0[0]       0.00000  0.00000    205 1922       132    102        35         1502+      247        566+       2       21+       0.1   374307     1457485    _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
7980   plugin-container 0.0  00:39.27 23    1    103    90M    0B     89M    381   381   sleeping *0[2]       0.00000  0.00000    501 1979358    2519   5158       2677       518585+    10096      693256+    156     30141+    0.1   164809     986256     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
88     fseventsd        0.0  03:30.78 11    1    272    2672K  0B     704K   88    1     sleeping *0[1]       0.00000  0.00000    0   1375402+   113    986504+    384679+    8220817+   1636326+   2331757+   173     145800+   0.0   288951     1285731    root                   N/A    N/A   N/A   N/A   N/A   N/A  
20957  plugin-container 0.0  00:48.40 23    1    104    131M   0B     129M   381   381   sleeping *0[2]       0.00000  0.00000    501 1969793    2513   3288       1698       554133+    6512       738375+    1561    38280     0.0   179491     748610     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4769   plugin-container 0.0  01:19.55 23    1    105    107M   0B     106M-  381   381   sleeping *0[2]       0.00000  0.00000    501 2755283+   2518   6982       3590       1488946+   14959      1631510+   650     91678+    0.0   228466     632967     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
11902  plugin-container 0.0  49:26.91 26    1    110    522M   0B     269M+  381   381   sleeping *0[2]       0.00000  0.00000    501 49834092   2569   6053       3164       1493526+   12715      10467201+  10608   138601+   0.0   125243     971894     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
397    Finder           0.0  57:47.36 7     4    4098   422M   0B     374M+  397   1     sleeping *0[6834]    0.00000  0.00000    501 43311599+  3369   14993736   1605388+   32194585+  24343643+  20822136+  83552   52802     0.0   217285     993103     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4664   plugin-container 0.0  03:54.90 23    1    105    124M   0B     120M   381   381   sleeping *0[2]       0.00000  0.00000    501 9130636    2509   7928       4204       3544018+   18173      3539407+   1414    139395+   0.1   157511     780468     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
7337   plugin-container 0.0  01:02.59 24    1    103    62M    0B     57M-   381   381   sleeping *0[2]       0.00000  0.00000    501 3314763+   2521   5719       2946       821063+    11947      1010165+   765     46406+    0.0   252952     547204     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
4863   plugin-container 0.0  01:36.24 26    1    106    97M    0B     91M-   381   381   sleeping *0[2]       0.00000  0.00000    501 3840771+   2518   7898       4309       1445617+   17916      1577617+   2356    72713     0.0   167921     804513     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
20875  AMPLibraryAgent  0.0  00:12.41 4     1    102    5308K  0B     3812K  20875 1     sleeping  0[163]     0.00000  0.00000    501 470561     390    7560+      1555       52087+     30982+     132031+    60      5872+     0.0   135630     525479     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
388    nsurlsessiond    0.0  00:43.03 4     1    171-   3752K- 0B     2020K- 388   1     sleeping *97[423]    0.00000  0.00000    501 999185     266    16298      17514      849223+    61209+     512048+    238     19146+    0.1   127812     454505     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
133    dasd             0.0  01:42.19 3     2    96+    4368K+ 0B     1588K- 133   1     sleeping  0[6127]    0.00000  0.00000    0   1869025+   269    54861      38200      1033732+   231150     896029+    1402    15753+    0.0   92423      367961     root                   N/A    N/A   N/A   N/A   N/A   N/A  
7849   plugin-container 0.0  00:43.31 23    1    104    115M   0B     114M   381   381   sleeping *0[2]       0.00000  0.00000    501 2224967    2520   5205       2701       557599+    10270      745421+    171     31973+    0.0   74974      458006     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
32153  deleted_helper   0.0  00:00.03 2     1    20-    676K-  0B     216K+  32153 1     sleeping  0[5]       0.00000  0.00000    0   1143+      116    88         52         673+       198+       190+       32      2+        0.0   67402      214311     root                   N/A    N/A   N/A   N/A   N/A   N/A  
32117  containermanager 0.0  00:01.26 4     3    47-    12M    0B     11M+   32117 1     sleeping  0[2158]    0.00000  0.00000    501 9989       170    7092       4764+      32700+     14833+     9239+      5       6         0.0   133097     438281     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
32133  backupd          0.0  00:00.56 3     2    44-    1548K- 0B     636K-  32133 1     sleeping *0[1]       0.00000  0.00000    0   4156+      229    2008       1066       5641+      2270+      2968+      58      13+       0.0   54147      185612     root                   N/A    N/A   N/A   N/A   N/A   N/A  
195    mDNSResponder    0.0  01:54.48 4     2    132    2368K  0B     784K   195   1     sleeping *0[1]       0.00000  0.00000    65  767184     167    89521      59223      5671229+   177412     2041453+   1744    54545+    0.0   45593      164229     _mdnsresponder         N/A    N/A   N/A   N/A   N/A   N/A  
32108  syncdefaultsd    0.0  00:00.16 5     4    79-    3192K- 0B     992K   32108 1     sleeping  0[8]       0.00000  0.00000    501 4313       216    369        166        3525+      1013+      1120+      15      14+       0.0   50271      152179     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
31727  plugin-container 0.0  00:02.05 24    1    102    23M    0B     20M    381   381   sleeping *0[2]       0.00000  0.00000    501 46661      2509   400        204        16055+     794        19361+     5634    549       0.0   70891      294985     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
395    ControlCenter    0.0  03:29.11 4     1    972    41M    0B     28M    395   1     sleeping *0[19199]   0.00000  0.00000    501 4700375    1023   759034     316471     844451     1782443+   1596496+   14054   17105+    0.0   35931      174535     maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
220    mDNSResponderHel 0.0  00:07.11 3     1    41     1196K  0B     1128K  220   1     sleeping *0[1]       0.00000  0.00000    0   18543      139    243636+    121870+    123386+    122373+    184641+    246     42540+    0.0   17966      107112     root                   N/A    N/A   N/A   N/A   N/A   N/A  
150    cfprefsd         0.0  01:22.42 2     1    712    1292K  0B     328K+  150   1     sleeping  0[46864]   0.00000  0.00000    0   799890     88     116648     145675     2404096+   484639     692483+    121     8453+     0.0   26623      98704      root                   N/A    N/A   N/A   N/A   N/A   N/A  
121    apsd             0.0  00:36.38 3     1    178-   3396K- 0B     1876K  121   1     sleeping *0[1]       0.00000  0.00000    0   1023408    273    218971     117897     464908+    676265     493016+    1193    8132      0.0   37840      121750     root                   N/A    N/A   N/A   N/A   N/A   N/A  
4811   plugin-container 0.0  01:12.22 23    1    106    116M   0B     112M   381   381   sleeping *0[2]       0.00000  0.00000    501 4126477    2519   6953       3543       908076+    14817      1104173+   457     46609     0.0   8443       42405      maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
32196  promotedcontentd 0.0  00:00.38 5     4    78     3904K+ 0B     900K+  32196 1     sleeping  0[10]      0.00000  0.00000    501 4867       320    417        188        5753       1145       3031       29      26        0.0   0          0          maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
32194  adprivacyd       0.0  00:00.14 3     2    52     1272K+ 0B     296K+  32194 1     sleeping  0[1]       0.00000  0.00000    501 2857       166    182        50         1198       434        1414       37      21        0.0   0          0          maxieds                N/A    N/A   N/A   N/A   N/A   N/A  
